"id","make","model","version","manufacturing_year","engine_hp","engine_cc","fuel_type","battery_kwh","transmission_type","body","driven_wheels","doors_no","passengers_no","km_no","price","currency","price_details","offered_by","vin","dealer_warranty_included","pollution_norm","co2_emissions","tech_state","origin_country","location","county","equipments","description","particulate_filter","ad_url","first_registration_date","registered","owner_no","service_history","color","metallic_paint","date_posted","created","add_date","add_id","category","cc","collection_date","first_owner","gearbox","generation","image","ingest_file_id","vehicle_manufacturer","manufacturer_year","vehicle_model","name","postal_code","registration_date","site_id","source","state","tuning"
"0004eca0-5c18-54d7-94a0-6bec77298423","INFINITI","FX","None","2008","280","350","U",\N,"A","SUV","None","5",\N,"110000","7500.00","EUR","None","Persoana fizica","None","None","NONE","None","NONE","ROMANIA","None","None","None","DESCRIERE
Vand Infiniti FX35, fabricatie 2008, tractiune integrala.Stare generala foarte buna.Scutita de impozit daca ramane cu numerele astea (se poate vinde cu procura sau contract de comodat).Mai multe detalii la telefon.","None","https://www.olx.ro/d/oferta/infiniti-fx35-awd-IDijgCD.html",\N,"INMATRICULAT","None","None","NEGRU","NONE","2024-05-22","2024-05-24 04:06:31","2024-06-12",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"000525ee-e2fd-55c7-bb01-9d1c51b9e83d","MERCEDES","SPRINTER","None","2014","160","2148","D",\N,"M","None",\N,"None",\N,"410134","9150.00","EUR","Pret Brut, Negociabil","Firma","None",\N,"EURO 5",\N,"SECOND HAND","NONE","str Principala nr 238 - 430283 Bistrita, Judet Bistrita-Nasaud (Romania)","","ABS, Bluetooth, Controlul stabilitatii (ESP), Incalzire auxiliara, DVD, Aer conditionat, CD, Controlul tractiunii (ASR), Inchidere centralizata, Navigatie GPS, Airbag-uri, Cabina de dormit, Geamuri electrice, Suspensie reglabila, Statie radio"," Anunt Publicat de Revista Auto /
 Oferit de Proprietar Persoana Fizica
Telefon.  075 - arata numarul -  - Nasaud. BN 

~ An de fabricatie 05.2014
~ Motor 2.2 Cdi (2148 cmc diesel) ,160 cp
~ Norma de poluare: Euro 5
~ Cutie manuala 6+1 trepte
~ Se conduce cu permis auto categoria B
~ Climatronic
~ Pat de dormit
~ ABS, ESP, SRS,Airbag-uri
~ Inchidere centralizata
~ Geamuri electrice
~ Oglinzi electrice
~ Computer bord
~ Statie radio
~ Navigatie DVD stik USB
~ Radio cd mp3
~ Schimbat ulei filtre distributie
~ Inmatriculat Ro acte si taxe la zi
~ Pentru cei interesati se poate omologa si cu locuri ( contracost)
~ Stare tehnica si optica buna
~ Functioneaza foarte bine fara probleme
~ Accept orice test auto
~ Mai multe detali la telefon

~ Pret 9.150 Euro usor Negociabil

~ Detalii doar la nunarul de telefon din anunt !!!","None","https://www.autovit.ro/anunt/mercedes-benz-sprinter-ID7HdnBb.html",\N,"DA","None",\N,"ALB","NONE",\N,"2023-07-18 06:02:27",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"00052f5f-5266-5eda-a158-2aac646415d5","SKODA","FABIA","1.4 TDI","2005","75","1422","D",\N,"M","None",\N,"5",\N,"257000","1399.00","EUR","","Proprietar","None",\N,"NONE",\N,"SECOND HAND","AUSTRIA","Baia Mare, Judet Maramures","Maramures","","VANZARE IN RATE, AVANS 0. Skoda Fabia 1.4 TDI, 2005, AC

Pret FIX 1399 Euro

Cash sau posibilitate RATE doar cu buletinul
Aprobarea dosarului se face intre 30-120 min
Perioada finantare intre 6 si 60 luni cu avans 0
Rate fixe incepand de la 202.47 lei / luna (in functie de scoring-ul clientului)

Conditii pentru finantare: 
- carte de identitate si adresa de email
- varsta: 18-75 ani (75 ani la incheierea creditului)
- vechime la actualul angajator minim 3 luni
- salariul minim 1386 lei sau pensie minima 1250 lei
- ratele sa nu depaseasca 40% din venit pentru salarii de pana la 3500 lei
- ratele sa nu depaseasca 65% din venit pentru salarii de peste 3500 lei
- fara istoric negativ in Biroul de credit

NOU! Se accepta si venituri din strainatate!
Conditii creditare:
- vechime la locul de munca: minim 6 luni
- extras de cont pe ultimele 3 luni
- contract tradus de un traducator autorizat

Descriere auto: Skoda Fabia
 motor diesel 1.4 TDI
 55 kw - 75 CP
 prima inmatriculare 11/2004
 257.000 km
 consum extern 3,8 l/100 km

Dotari:
 aer conditionat
 geamuri electrice fata
 inchidere centralizata cu telecomanda pe cheie
 doua chei
 servo
 ABS
 4 airbag-uri
 culoare metalizata

 adusa din Austria
 nerulata in RO
 nu s-au scos numere rosii
 fara rugina
 impozit si asigurare mici
 asiguram asistenta la inmatriculare

Stare generala buna
Nu doresc schimburi
Pret FIX 1399 Euro cash sau posibilitate RATE
TEL  074 - arata numarul - .","None","https://www.autovit.ro/anunt/skoda-fabia-1-4-tdi-ID7H3YqC.html","2005-05-31","NONE",\N,\N,"NEGRU","NONE","2022-09-05","2022-09-05 06:05:35",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"000531e6-fe9b-5ef2-a332-0a3bc98682f2","PEUGEOT","307","None","2007",\N,"1600","D",\N,"M","Berlina",\N,\N,\N,"100","3300.00","EUR","Negociabil","Proprietar","",\N,"",\N,"UTILIZAT","","Fundaturile, judet Buzau","Buzau","","Consum f mic de motorina, impozit mic la primarie, reviziile efectuate numai la  reprezentanta Eurial PloieETMti .
Stare f buna de functionare ! Mai multe detalii la telefon","","https://www.olx.ro/oferta/vand-peugeot-307-stare-f-buna-de-functionare-IDeQdKg.html#d3458bb3e4","2007-05-31","",\N,\N,"NEGRU","","2021-04-22","2021-10-19 17:24:16",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"000532cc-f021-5e62-bb9a-6c80f27ad6d5","MERCEDES","GLE-CLASS COUPE","AMG 63 S MHEV 4MATIC+","2021","612","398","U",\N,"A","SUV","4x4 (automat)","5",\N,"67000","109000.00","EUR","None","Privat","None","None","NONE","None","NONE","ROMANIA","Bucuresti","Sectorul 3","None","-Inmatriculata persoana fizica
Pachet AMG
-Pachet Carbon Interior
-DISTRONIC Plus
-Apple Carplay / Android Auto
Full Digital Display cu Multiple Moduri de Afisaj
-Plafon Panoramic
-Plafon si Stalpi din Alcantara
-Pachet Exterior Shadow Line
-Suspensie Pneumatica
-Faruri Multibeam LED
-Camere 360 Grade 3D
-Multiple Moduri de Condus: Individual / Sport/
Sport+ Comfort Sand Slippery Y Trail
-Sonorizare Burmester
-Cup Holder cu Functie de Racire / Incalzire
-Scaune Full Electrice, Incalzite / Ventilate cu
Functie de Masaj si Memorie Fata
-Scaune Incalzite Spate
-Volan AMG din Piele si Alcantara cu Insertii de
Carbon, Multifunctional, Reglabil Electric cu
Padele
Comutator Moduri de Condus pe Volan
-Interior din Piele si alcantara
-Soft Close
-Praguri din Aluminiu AMG Iluminate
-Head Up Display
-Seat Kinetics
-Traffic Sian Assist
-Traffic Light View
-Active Lane Keeping Assist
-Active Lane Change Assist
-Active Brake Assist
-Attention Assist
-Active Blind Spot Assist
-Route Based Speed Adapt.
-Adaptive Damping System Plus
-Active Parking Assist
-Active Stop-and-Go Assist
-Automatic Dimming Inside Rearview Mirror and
Outside Mirrors
-GPS Aerial
-Exit Warning Assistant
-Memory Package
-Ecall Emergency Call System
-Hard Drive Navigation
-Live Traffic Capability
-Electric Active Roll Stabilization
-Tire Pressure Monitor
-AIRMATIC DC
-Electrically Folding Exterior Mirrors
-Road Sign Recognition System
-Automatic Speed Control
-Standard anti-theft Alarm System
-Automatic High Beam Control Plus
Dynamic LED Headlamps
-USB Package
-AMG Styling Front Spoiler, Side Skirts
-Lumini Ambientale in Diverse Culori
-Clima Automata pe 4 Zone
-Hayon Actionat Electric
-Sistem de Monitorizare a Presiunii in Roti
-Lumini de Zi LED
-Stopuri Spate LED
-Geamuri cu Tenta
-Jante AMG R22
-Masina este inmatriculata persoana fizica
-Pretul pentru schimb cu alt autoturism este de 115000 euro","None","https://www.autovit.ro/autoturisme/anunt/mercedes-benz-gle-coupe-amg-63-s-mhev-4matic-ID7HleGa.html",\N,"NONE","None","None","NEGRU","NONE","2024-04-01","2024-04-03 10:09:47","2024-04-16",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"000543b2-78af-5f4f-ad1a-8cd2300ca7f9","BMW","SERIA X","x1","2012","170","2000","D",\N,"missing","Suv",\N,"None",\N,"180000","8750.00","EUR","negociabil","Salagean Vlad","None",\N,"NONE",\N,"NEAVARIATA","ROMANIA","Satu Mare","Satu Mare","None","Pret 8.750 - EURO

# BMW X1

^ Autoturism personal !!!

^ An fabricatie: 2012.

^ Capacitate cilindrica: 1995

^ Transmisie: manuala

^ Norma de poluare Euro 5

# Culoare Negru

# INTRETINUTA EXEMPLAR *

# Km : 180.000 - in crestere

#masina are toate reviziile facute la ZI

# Varianta Edition

ABS
DTC
Servodirectie asistata electric
Volan multifunctional
Airbag-uri fata (sofer + pasager), laterale fata si cortina fata /spate
Dublu Climatronic
Start / Stop
Senzori parcare
Senzori ploaie
Senzori pneuri
Geamuri electrice fata/spate cu mod impuls
Oglinzi reglabile electric, incalzite si
rabatabile
Limitator de viteza
Multimedia, Bluethoot, AUX, USB
Cotiera fata/spate refrigerata + suport pahare
Sistem ISOFIX
Temporizator
Inchidere centralizata
Stergatoare parbriz automate intermitente
Computer de bord multifunctional
Proiectoare ceata
Jante aliaj R17
# Nu necesita nici o investitie

Autoturismul se prezinta in stare perfecta de functionare, fara probleme de ordin tehnic sau estetic...

Tel.: Publi24_1694926716","None","https://www.publi24.ro/anunturi/auto-moto/masini-second-hand/bmw/seria-x/anunt/bmw-x1-2012/379538dde1gh7h382d9fi2ef1ddgg686.html",\N,"INMATRICULABILA",\N,\N,"NONE","NONE","2023-10-24","2023-10-25 02:10:46",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"00054fed-e3b8-458b-8ab7-5e8dddd5d74d",\N,\N,"450 4MATIC",\N,"360",\N,"E",\N,"A",\N,\N,"4",\N,"6000","157816.00","EUR","TVA deductibil, Se emite factura","Firma",\N,\N,"Euro 6",\N,\N,\N,"Calea Radnei Nr.247 - 310316 Arad, Judet Arad (Romania)","Arad","","
        Pret de lista: 173822 Euro
Exterior / vopsea:

	• 297 Vopsea MANUFAKTUR gri Selenite magno
	• RWY Jante AMG din aliaj 53.3 cm (21´´), vopsite negru, design multispite
	• 840 Geamuri laterale spate si luneta cu tenta inchisa

Interior / tapiterie:

	• 805 Piele Nappa bej Macchiato / gri
	• H08 Ornamente din lemn de tei cu insertii de antracit

Dotari optionale:

	• PYO Pachet Premium Plus
	• PAG Hyperscreen MBUX
	• PYP Pachet Executive pentru locurile din spate
	• PYF Linie AMG exterior
	• 216 Punte spate directoare cu unghi de pana la 10°
	• P53 ENERGIZING AIR CONTROL Plus
	• PBS Pachet ENERGIZING pentru pasagerii din fata
	• P21 Pachet AIR-BALANCE
	• P55 Pachet Night
	• U47 Eleron AMG ingust
	• 21U Camera frontala pentru monitorizare trafic
	• B60 Cheie rose gold
	• 13U Preinstalare pentru servicii la distanta si de navigatie
	• 14U Integrare smartphone
	• 16U Apple CarPlay
	• 17U Android Auto
	• 1B3 Modul de comunicatii pentru ECE
	• 215 Suspensie cu sistem adaptiv de amortizare
	• 223 Scaune spate cu reglaj electric si functie de memorie
	• 22U MBUX Entertainment
	• 233 Asistent activ DISTRONIC
	• 235 Asistent activ la parcare cu PARKTRONIC
	• 236 Compartiment spate cu lumina adaptiva
	• 241 Scaun fata stanga, ajustabil electric, cu functie de memorare
	• 242 Scaun pasager ajustabil electric cu functie de memorare
	• 243 Asistent activ pentru mentinerea benzii de rulare
	• 262 Senzori spate pentru pastrarea benzii
	• 266 Asistent activ directie
	• 272 Asistent pentru manevra evaziva
	• 275 Pachet memorie
	• 287 Bancheta spate rabatabila
	• 290 Airbaguri cortina
	• 292 PRE-SAFE® Impuls lateral
	• 293 Airbag-uri laterale pentru locurile din spate
	• 294 Airbag genunchi
	• 299 Sistem PRE-SAFE®
	• 2S0 Cod control multimedia
	• 2U8 Lichid de racire alternativ
	• 309 Suport pentru sticla
	• 30U Preinstalare pentru functia de proiectare a liniilor
	• 318 DIGITAL LIGHT
	• 31U MBCONNECT - Protectie antifurt
	• 322 Sistem incalzire al gatului pentru pasagerii din spate
	• 890 Haion EASY-PACK
	• 898 Incarcare wireless pentru dispozitive mobile pentru locurile din spate
	• 8U4 Incalzitor PTC pentru baterie Hybrid
	• 8U8 Sistem i-Size pentru scaun copil
	• 903 Incalzire scaune Plus pentru locurile din spate
	• 9B2 Cablu de incarcare pentru Wallbox si statie de incarcare publica, 11kW, 5 metri, drept
	• A02 Vehicul fara ambreiaj separat EATS
	• B53 Indicator acustic de prezenta
	• B59 DYNAMIC SELECT
	• BAC Baterii HV, 2P2P108S
	• EMA Motor electric fata 140 kW/2700 NM
	• EMQ Motor electric spate 245 kW/5300 NM
	• K32 Asistent activ la schimbarea benzii
	• K33 Functie de repornire automata in blocajele de trafic
	• K34 Adaptarea vitezei in functie de ruta
	• P14 Pachet Electric Art interior
	• 431 Padele galvanizate pe volan
	• 7U2 Scaune confort
	• 891 Lumina ambientala
	• L2B Volan multifunctional imbracat in piele Nappa
	• U12 Covorase velur
	• P17 Pachet confort KEYLESS-GO
	• 871 Acces HANDS-FREE
	• 889 KEYLESS-GO
	• P49 Pachet oglinda
	• 249 Oglinzile interioara si exterioara stanga, heliomate
	• 500 Oglinzi exterioare rabatabile electric
	• 587 Lumina ambientala cu proiectie logo
	• 914 Filtru de aer pentru aer conditionat
	• P82 URBAN GUARD Plus
	• 551 Sistem de alarma antifurt
	• PAF Pachet confort acustic
	• 321 Scanner amprenta
	• 535 Sistem multimedia MBUX
	• 860 Display OLED pentru pasager fata
	• 399 Scaune fata multicontur
	• 401 Scaune fata climatizate
	• 443 Volan incalzit
	• 902 Incalzire scaune Plus pentru locurile fata
	• PDD Pachet Premium Plus
	• 413 Trapa panoramica
	• 581 Sistem de climatizare automata THERMOTRONIC
	• 5B1 Spatiu aditional de depozitare in consola centrala
	• 810 Sistem de sonorizare Burmester surround
	• P20 Pachet de asistenta la conducere PLUS
	• P47 Pachet parcare cu camera 360°
	• PAX DIGITAL LIGHT
	• PYB Pachet Base
	• 20U Preinstalare pentru transfer cheie digitala
	• 34U Servicii remote Premium
	• 875 Instalatie pentru spalarea parbrizului cu lichid incalzit
	• B30 Cablu de incarcare pentru priza domestica, 5 metri, drept
	• B51 Kit interventie pana TIREFIT
	• PBG MBUX Navigation Premium
	• U19 Realitate augmentata MBUX pentru navigatie
	• U25 Ornamente praguri inscriptionate Mercedes-Benz, iluminate
	• P31 Linie AMG Exterior
	• 899 Telefonie multifunctionala
	• P43 Pachet confort scaune spate
	• PAT Pachet scaune spate Plus
	• R06 Anvelope cu spuma pentru absorbtia zgomotului
	• U01 Indicator stare centuri de siguranta spate
	• U10 Scaun pasager fata cu senzor de recunoastere a greutatii
	• U60 Capota activa pentru protectia pietonilor

———————————————————————————————————————————
	• GARANTIE PRODUCATOR MERCEDES-BENZ
	• PACHETE DE LEASING /  FINANTARE
	• POSIBILITATE DE ACHIZITIONARE A AUTOTURISMULUI PRIN BUY-BACK    ",\N,\N,\N,"Da",\N,\N,"Gri",\N,\N,"2023-11-28 05:45:33","2023-05-03","https://www.autovit.ro/anunt/mercedes-benz-eqs-450-4matic-ID7HbenH.html","Autoturisme",\N,"2023-05-03",\N,"Automata",\N,"https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Inp0NTI5em1kNng1MjItQVVUT1ZJVFJPIiwidyI6W3siZm4iOiJxN216NTNiaWZwemstQVVUT1ZJVFJPIiwicyI6IjE2IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.31CGSu0PrwGKfbJ_eJoEXe__YY1cKQl5_ypf-NkmqlU/image;s=732x488",\N,"MERCEDES","2022","EQS","Mercedes-Benz EQS 450 4MATIC","310316","2023-01-24","7050989165","AUTOVIT","Second hand",\N
"00055917-c954-5afa-95cf-eee5f065e553","DACIA","DOKKER","1.5 dCi 75 CP Ambiance","2018","75","146","D",\N,"M","Monovolum","Fata","4","2","169000","6900.00","EUR","None","Privat","None","None","EURO 6","108 g/km","NONE","ROMANIA","Popesti-Leordeni","Ilfov","None","Cauciucuri noi All Season Debica Navigator 3 

Lada cu lacat de depozitat scule.

Porbagaj cu cheie detasabil.

Masina se prezinta in conditie foarte buna exterior , interiorul este ingrijit.

Pentru mai multe detalii la numarul afisat.","None","https://www.autovit.ro/autoturisme/anunt/dacia-dokker-1-5-dci-75-cp-ambiance-ID7Hiqrl.html",\N,"NONE","None","None","ALB","METALIZATA","2024-04-08","2024-04-15 18:11:38","2024-04-16",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"0005742a-c479-5899-8536-54a062a31e0a","MERCEDES","M-CLASS","None","2010",\N,\N,"U",\N,"missing","None",\N,\N,\N,"159000","8655.46","NONE","None","None","",\N,"NONE",\N,"NONE","NONE","None","None","None","None","None","None",\N,"NONE",\N,\N,"NONE","NONE","2018-10-02","2021-10-11 14:25:10",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"0005780c-e367-55b1-a862-bf813e8474ee","SKODA","OCTAVIA","None","2009","140","200","D",\N,"M","Break","None","5",\N,"203180","5500.00","EUR","None","Persoana fizica","TMBKE61Z292062771","None","NONE","None","NONE","ROMANIA","None","None","None","DESCRIERE
Skoda Octavia 2.0 TDI 4x4,140 cp , Inmatriculata RO
An fabricatie 2009, 203180 km verificabili
Pret: 5500 Euro Negociabil
Tote reviziile la zi !
Skoda Octavia
-faruri Bi-xenon si lumini de zi
-dubulu climatronix
-oglinzi electrice si incalzite
-geamuri electrice fata spate
-port incarcare usb si aux
-navigatie cu touch screen radio cd mp3 plus aux
-inchidere centralizta
-pilot automat
-proiectoare ceata
-senzori parcare spate cu afisaj
-volan reglabil
-2 chei
Provenienta Romania,masina se afla intr-o stare buna estetic si mecanic ,accept variante cu x6 si diferenta din partea mea.
Mai multe detalii la telefon 07******39","None","https://www.olx.ro/d/oferta/skoda-octavia-2-2-0-tdi-4x4-IDieVti.html",\N,"INMATRICULAT","None","None","NEGRU","NONE","2024-04-26","2024-05-03 12:12:04","2024-05-04",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"00057c32-d714-5aab-b6c2-d97a643a09c1","BMW","SERIES 5","530d AT","2018","258","2993","D",\N,"A","None",\N,"5",\N,"89000","29900.00","EUR","","Proprietar","None",\N,"EURO 6",\N,"SECOND HAND","NONE","Bucuresti, Judet Bucuresti, Sectorul 3","","","Propietar vand Bmw 530d - 265 CP, Luxury Line
89.000 Km - istoric complet cu service online in reteau Bmw
Reviziile facute doar la service BMW
Accept test autorizat
Exclus schimburi!

*Twin Power Turbo 265 CP, Euro 6 Generatia noua
*Cutie automata Steptronic 8+1 / AutoHold
*Sistem ECO Start / Stop
*Suspensie Adaptiva : Sport / Comfort / Eco-Pro
*Faruri Adaptive LED - Daylight LED / Stopuri LED
*Distronic -pilot automat Inteligent - Franeaza singur si mentine banda / Limitator viteza
*Blind Spot, Pedestrian Alert , Collision Warning, Lane Departure Warning, Lane Change Warning, Side Collision Warning
*Senzori ploaie / lumini / pneuri
*Senzori parcare fata/spate
*Camera parcare
*Culoare Brown Metalic
*Jante 17

*Head Up - Display
*Ceasuri Full Display - Sport
*Ambient Lighting
*Volan Sport cu padele
*Climatronic 2-zone
*Scaune piele, electrice cu incalzire
*Sistem Audio Profesional Hi-Fi cu Subwoofer
*Navigatie Mare / 3D cu Harta Romaniei - Hard Disk 80 GB
*Apple Carplay / Android Auto - fullscreen
*USB Player / Bluetooth / Conected iDrive","None","https://www.autovit.ro/anunt/bmw-seria-5-530d-at-ID7H9Qp6.html",\N,"DA","None",\N,"MARO","NONE",\N,"2023-03-28 12:03:30",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"00057db9-ec6a-50c7-90d3-0fd162380b23","PEUGEOT","508","None","2012","115",\N,"D",\N,"M","Break","None","5",\N,"282200","5200.00","RON","None","Persoana fizica","VF38E9HLOCLO42466","None","NONE","None","NONE","ROMANIA","None","None","None","DESCRIERE
Vind peugeot 508 SW 1.6 115 disel in stare forte buna clima automata masina este adusa recent din franta petru mai multe informati sunatima","None","https://www.olx.ro/d/oferta/peugeot-508-sw-1-6-115-disel-IDidp34.html",\N,"NEINMATRICULAT","None","None","BEJ","NONE","2024-04-17","2024-04-26 08:20:07","2024-05-04",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"00061d9e-5285-5a34-b90c-32528ad176fa","TOYOTA","AURIS","None","2013","136","180","HYBRID",\N,"A","Combi","None","4/5",\N,"261231","9699.00","EUR","negociabil","Adrian","None","None","EURO 5","None","NEAVARIATA","ROMANIA","Sector 2","Bucuresti","None","Ofer la cerere RAPORT CARVERTICAL VERDE !!!
Toyota Auris hibrid gpl Zenit Pro 55l
Proprietar din 2021
Distribuie pe lant
3 Moduri de condus :
EV mode
ECO mode
SPORT mode
Consum extrem de mic 3.5-5 % benzina ,
An fabricatie 12 2013
Un plin de Gpl 700km autonomie .
Impozit Bucuresti 6lei an
Parcare gratuita Bucuresti
Camera marsalier
Navigatie
Mp3 DvD Hi-Fi prize 12 v usb stick, aux .
Bluetooth afisare agenda telefon
Servotronic
Clima
Geamuri electrice
Revizie la zi
2 chei
Keyless go
Carlig cu conexiune electrica orig Toyota
Bari transversale cu prindere plafon orig Toyota
Euro 5
Faruri Stopuri Led
Clima automata 2 zone
Comenzi volan
Volan piele
Pilot automat
Cotiera fata spate
Interior textil
Proiectoare ceata
Anvelope iarna vara Dot 2022
Jante aliaj 15""
Senzori ploaie lumini presiune roti
Auto inmatriculat
Accept orice testare autorizata !!! Publi24_1713862620","None","https://www.publi24.ro/anunturi/auto-moto/masini-second-hand/toyota/auris/anunt/toyota-auris-hibrid-gpl-zenit-pro-55l/di9fg5d95g0g75i21e822ff02h67d760.html",\N,"INMATRICULATA","2","None","NEGRU","DA","2024-04-23","2024-04-24 19:06:45","2024-05-04",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"00061ee8-acdf-5f74-9d5d-adec9204580f","LAND ROVER","DISCOVERY","None","2013","252","299","D",\N,"A","SUV","None","5",\N,"134000","18500.00","RON","None","Persoana fizica","SALLAAAG6DA673215","None","NONE","None","NONE","ROMANIA","None","None","None","DESCRIERE
Land Rover Discovery IV echipare SE

An 2013/ 3.0 Diesel, 252CP, Euro 5
134000 Km
Suspensie perne 3nivele
4x4 permanent
Cutie automata 8 trepte
Diferential blocabil
Diferite moduri de condus
Sistemele de teren Range Rover
Hill descent control (asistenta in coborarea pantelor).
Faruri bixenon + cornering assist
Plafon panoramic
Navigatie touchscreen
Volan incalzit si cu padele
Interior piele
Scaune incalzite
Bancheta incalzita
Sistem audio Harman/kardon logic7
Parbriz cu degivrare
Senzori parcare fata/spate
Senzori ploaie
Stopuri led
Lumini ambientale
Dublu climatronic
Scaune cu memorie, full electrice incalzite fata spate
Carlig remorcare Distributie facuta la Reprezentanta ..( 2500 euro )

PRET: 18 500 + TVA . MAI MULTE DETALII LA TELEFON","None","https://www.olx.ro/d/oferta/land-rover-discovery-4-IDhqct6.html",\N,"INMATRICULAT","None","None","NEGRU","NONE","2024-02-26","2024-03-05 05:55:35",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
